Absolute way;Relative way;Class
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5701.jpg ;  dataset_all_names/5701.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8484.jpg ;  dataset_all_names/8484.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5696.jpg ;  dataset_all_names/5696.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0640.jpg ;  dataset_all_names/0640.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8065.jpg ;  dataset_all_names/8065.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0150.jpg ;  dataset_all_names/0150.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8735.jpg ;  dataset_all_names/8735.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7900.jpg ;  dataset_all_names/7900.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6872.jpg ;  dataset_all_names/6872.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8104.jpg ;  dataset_all_names/8104.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4235.jpg ;  dataset_all_names/4235.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3777.jpg ;  dataset_all_names/3777.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5810.jpg ;  dataset_all_names/5810.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9386.jpg ;  dataset_all_names/9386.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6410.jpg ;  dataset_all_names/6410.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2676.jpg ;  dataset_all_names/2676.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8023.jpg ;  dataset_all_names/8023.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9633.jpg ;  dataset_all_names/9633.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1279.jpg ;  dataset_all_names/1279.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8429.jpg ;  dataset_all_names/8429.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2801.jpg ;  dataset_all_names/2801.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8862.jpg ;  dataset_all_names/8862.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7737.jpg ;  dataset_all_names/7737.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7760.jpg ;  dataset_all_names/7760.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7745.jpg ;  dataset_all_names/7745.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2983.jpg ;  dataset_all_names/2983.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2314.jpg ;  dataset_all_names/2314.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3477.jpg ;  dataset_all_names/3477.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1151.jpg ;  dataset_all_names/1151.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2289.jpg ;  dataset_all_names/2289.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4222.jpg ;  dataset_all_names/4222.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2868.jpg ;  dataset_all_names/2868.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3398.jpg ;  dataset_all_names/3398.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2384.jpg ;  dataset_all_names/2384.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0607.jpg ;  dataset_all_names/0607.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2378.jpg ;  dataset_all_names/2378.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6983.jpg ;  dataset_all_names/6983.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3562.jpg ;  dataset_all_names/3562.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9890.jpg ;  dataset_all_names/9890.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9569.jpg ;  dataset_all_names/9569.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1660.jpg ;  dataset_all_names/1660.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8761.jpg ;  dataset_all_names/8761.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0084.jpg ;  dataset_all_names/0084.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9387.jpg ;  dataset_all_names/9387.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1592.jpg ;  dataset_all_names/1592.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5931.jpg ;  dataset_all_names/5931.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3485.jpg ;  dataset_all_names/3485.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3705.jpg ;  dataset_all_names/3705.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4974.jpg ;  dataset_all_names/4974.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8200.jpg ;  dataset_all_names/8200.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7677.jpg ;  dataset_all_names/7677.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3480.jpg ;  dataset_all_names/3480.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6441.jpg ;  dataset_all_names/6441.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8306.jpg ;  dataset_all_names/8306.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5759.jpg ;  dataset_all_names/5759.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3093.jpg ;  dataset_all_names/3093.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9910.jpg ;  dataset_all_names/9910.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7183.jpg ;  dataset_all_names/7183.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7819.jpg ;  dataset_all_names/7819.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7926.jpg ;  dataset_all_names/7926.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4649.jpg ;  dataset_all_names/4649.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2005.jpg ;  dataset_all_names/2005.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9315.jpg ;  dataset_all_names/9315.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6453.jpg ;  dataset_all_names/6453.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0135.jpg ;  dataset_all_names/0135.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5410.jpg ;  dataset_all_names/5410.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5343.jpg ;  dataset_all_names/5343.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0218.jpg ;  dataset_all_names/0218.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8707.jpg ;  dataset_all_names/8707.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7777.jpg ;  dataset_all_names/7777.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0816.jpg ;  dataset_all_names/0816.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7563.jpg ;  dataset_all_names/7563.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7845.jpg ;  dataset_all_names/7845.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1058.jpg ;  dataset_all_names/1058.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4020.jpg ;  dataset_all_names/4020.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1225.jpg ;  dataset_all_names/1225.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3680.jpg ;  dataset_all_names/3680.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4092.jpg ;  dataset_all_names/4092.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6585.jpg ;  dataset_all_names/6585.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6655.jpg ;  dataset_all_names/6655.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9779.jpg ;  dataset_all_names/9779.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5735.jpg ;  dataset_all_names/5735.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6131.jpg ;  dataset_all_names/6131.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1432.jpg ;  dataset_all_names/1432.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4195.jpg ;  dataset_all_names/4195.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1045.jpg ;  dataset_all_names/1045.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6460.jpg ;  dataset_all_names/6460.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1275.jpg ;  dataset_all_names/1275.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0141.jpg ;  dataset_all_names/0141.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7264.jpg ;  dataset_all_names/7264.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2424.jpg ;  dataset_all_names/2424.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1233.jpg ;  dataset_all_names/1233.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7521.jpg ;  dataset_all_names/7521.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1940.jpg ;  dataset_all_names/1940.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1228.jpg ;  dataset_all_names/1228.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9580.jpg ;  dataset_all_names/9580.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3201.jpg ;  dataset_all_names/3201.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8034.jpg ;  dataset_all_names/8034.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0848.jpg ;  dataset_all_names/0848.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0764.jpg ;  dataset_all_names/0764.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6412.jpg ;  dataset_all_names/6412.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0130.jpg ;  dataset_all_names/0130.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8339.jpg ;  dataset_all_names/8339.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4959.jpg ;  dataset_all_names/4959.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1252.jpg ;  dataset_all_names/1252.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2739.jpg ;  dataset_all_names/2739.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5367.jpg ;  dataset_all_names/5367.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6414.jpg ;  dataset_all_names/6414.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2223.jpg ;  dataset_all_names/2223.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9134.jpg ;  dataset_all_names/9134.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1181.jpg ;  dataset_all_names/1181.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8711.jpg ;  dataset_all_names/8711.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3247.jpg ;  dataset_all_names/3247.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3820.jpg ;  dataset_all_names/3820.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0494.jpg ;  dataset_all_names/0494.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4345.jpg ;  dataset_all_names/4345.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5689.jpg ;  dataset_all_names/5689.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8198.jpg ;  dataset_all_names/8198.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7286.jpg ;  dataset_all_names/7286.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5948.jpg ;  dataset_all_names/5948.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8704.jpg ;  dataset_all_names/8704.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8348.jpg ;  dataset_all_names/8348.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8223.jpg ;  dataset_all_names/8223.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2033.jpg ;  dataset_all_names/2033.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8179.jpg ;  dataset_all_names/8179.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9826.jpg ;  dataset_all_names/9826.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1993.jpg ;  dataset_all_names/1993.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5052.jpg ;  dataset_all_names/5052.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7169.jpg ;  dataset_all_names/7169.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5900.jpg ;  dataset_all_names/5900.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6368.jpg ;  dataset_all_names/6368.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8813.jpg ;  dataset_all_names/8813.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5833.jpg ;  dataset_all_names/5833.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3370.jpg ;  dataset_all_names/3370.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8437.jpg ;  dataset_all_names/8437.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0242.jpg ;  dataset_all_names/0242.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0944.jpg ;  dataset_all_names/0944.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3116.jpg ;  dataset_all_names/3116.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3966.jpg ;  dataset_all_names/3966.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3512.jpg ;  dataset_all_names/3512.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1611.jpg ;  dataset_all_names/1611.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5368.jpg ;  dataset_all_names/5368.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9124.jpg ;  dataset_all_names/9124.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3026.jpg ;  dataset_all_names/3026.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0794.jpg ;  dataset_all_names/0794.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1618.jpg ;  dataset_all_names/1618.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8384.jpg ;  dataset_all_names/8384.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5042.jpg ;  dataset_all_names/5042.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5595.jpg ;  dataset_all_names/5595.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0630.jpg ;  dataset_all_names/0630.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0418.jpg ;  dataset_all_names/0418.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1762.jpg ;  dataset_all_names/1762.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4116.jpg ;  dataset_all_names/4116.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9526.jpg ;  dataset_all_names/9526.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3341.jpg ;  dataset_all_names/3341.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3464.jpg ;  dataset_all_names/3464.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5317.jpg ;  dataset_all_names/5317.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7964.jpg ;  dataset_all_names/7964.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8154.jpg ;  dataset_all_names/8154.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6882.jpg ;  dataset_all_names/6882.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3052.jpg ;  dataset_all_names/3052.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6384.jpg ;  dataset_all_names/6384.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0334.jpg ;  dataset_all_names/0334.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5251.jpg ;  dataset_all_names/5251.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5124.jpg ;  dataset_all_names/5124.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4673.jpg ;  dataset_all_names/4673.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9531.jpg ;  dataset_all_names/9531.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9883.jpg ;  dataset_all_names/9883.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2823.jpg ;  dataset_all_names/2823.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5577.jpg ;  dataset_all_names/5577.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2277.jpg ;  dataset_all_names/2277.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7189.jpg ;  dataset_all_names/7189.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4028.jpg ;  dataset_all_names/4028.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8606.jpg ;  dataset_all_names/8606.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9859.jpg ;  dataset_all_names/9859.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0901.jpg ;  dataset_all_names/0901.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5584.jpg ;  dataset_all_names/5584.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1797.jpg ;  dataset_all_names/1797.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/3527.jpg ;  dataset_all_names/3527.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8307.jpg ;  dataset_all_names/8307.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2572.jpg ;  dataset_all_names/2572.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6917.jpg ;  dataset_all_names/6917.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/8113.jpg ;  dataset_all_names/8113.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0311.jpg ;  dataset_all_names/0311.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7945.jpg ;  dataset_all_names/7945.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7746.jpg ;  dataset_all_names/7746.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6265.jpg ;  dataset_all_names/6265.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1143.jpg ;  dataset_all_names/1143.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2803.jpg ;  dataset_all_names/2803.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0211.jpg ;  dataset_all_names/0211.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5733.jpg ;  dataset_all_names/5733.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1532.jpg ;  dataset_all_names/1532.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5420.jpg ;  dataset_all_names/5420.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5009.jpg ;  dataset_all_names/5009.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5526.jpg ;  dataset_all_names/5526.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4264.jpg ;  dataset_all_names/4264.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2353.jpg ;  dataset_all_names/2353.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2919.jpg ;  dataset_all_names/2919.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0765.jpg ;  dataset_all_names/0765.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/7618.jpg ;  dataset_all_names/7618.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9059.jpg ;  dataset_all_names/9059.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0190.jpg ;  dataset_all_names/0190.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1171.jpg ;  dataset_all_names/1171.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6733.jpg ;  dataset_all_names/6733.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6840.jpg ;  dataset_all_names/6840.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/2201.jpg ;  dataset_all_names/2201.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/9128.jpg ;  dataset_all_names/9128.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4321.jpg ;  dataset_all_names/4321.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/6885.jpg ;  dataset_all_names/6885.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0309.jpg ;  dataset_all_names/0309.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/0816.jpg ;  dataset_all_names/0816.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4823.jpg ;  dataset_all_names/4823.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/4052.jpg ;  dataset_all_names/4052.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/5024.jpg ;  dataset_all_names/5024.jpg ;tiger
/Users/margogusarova/PycharmProjects/python2.1/dataset_random_num/1372.jpg ;  dataset_all_names/1372.jpg ;tiger
